"brand","title","type","price","priceWithCurrency","available","availableText","sold","lastUpdated","itemLocation"
"Clinique","Clinique Aromatics Elixir EDP Spray 1.5 Oz Women Sealed","Eau de Parfum","24.02","US $24.02/ea","10","10 available / 20 sold","20","May 15, 2024 22:34:45 PDT","San Marcos, California, United States"
"Paloma Picasso","Paloma Picasso by Paloma Picasso for women EDT 3.3 / 3.4 oz New in Box","Eau de Toilette","32.91","US $32.91/ea",,"Limited quantity available / 435 sold","435","May 21, 2024 19:50:08 PDT","Dallas, Texas, United States"
"Lancome","La Vie Est Belle by Lancome Paris 2.5 fl oz EDP Perfume for Women New In Box","Eau de Parfum","37.99","US $37.99/ea","10","More than 10 available / 517 sold","517","May 23, 2024 08:08:10 PDT","Detroit, Michigan, United States"
"Gianni Versace","VERSACE CRYSTAL NOIR for women EDT 3.0 oz New Tester","Eau de Toilette","40.63","US $40.63/ea","159","159 available / 847 sold","847","May 24, 2024 09:57:08 PDT","Dallas, Texas, United States"
"As Picture Show","Carmina Eau De Parfume EDP 75ml 2.5 oz Perfume Spray For Women Gifts New In Box","Eau de Parfum","128.88","US $128.88","4","4 available / 24 sold","24","May 24, 2024 10:01:33 PDT","HongKong, Hong Kong"
"Aeropostale","Promise Me by Aeropostale, 3.4 oz EDP Spray for Women","Eau De Parfum","26.4","US $26.40/ea","10","More than 10 available / 1,338 sold","1338","May 24, 2024 11:01:34 PDT","Edison, New Jersey, United States"
"Lancôme","Lancome Tresor - Romantic 3.4oz Eau de Parfum Spray for Women","Eau de Parfum","43.99","US $43.99/ea","6","6 available / 15 sold","15","May 17, 2024 09:27:23 PDT","Dearborn Heights, Michigan, United States"
"Lancôme","Lancôme Tresor 3.4oz Women's EDP Classic Fragrance New Sealed","Eau de Parfum","43.99","US $43.99/ea","6","6 available / 15 sold","15","May 18, 2024 10:27:17 PDT","Ecorse, Michigan, United States"
"PHLUR","Phlur Missing Person Womens Perfume EDP Spray 0.17 Oz Mini Travel NWOB","Eau de Parfum","15.49","US $15.49/ea","10","More than 10 available / 22 sold","22","Apr 22, 2024 09:40:17 PDT","Potomac, Maryland, United States"
"Parfums de Marly","Parfums de Marly Delina La Rosee 2.5oz Women's Eau de Parfum New Sealed","Eau de Parfum","100.99","US $100.99",,"Last One / 39 sold","39","May 17, 2024 03:48:01 PDT","Buffalo Mills, Pennsylvania, United States"
"Moschino","Moschino Fresh Couture by Moschino 3.4 oz EDT Perfume for Women Tester","Eau de Toilette","27.54","US $27.54/ea","6","6 available / 272 sold","272","May 24, 2024 08:32:03 PDT","Hackensack, New Jersey, United States"
"Davidoff","Cool Water Womens perfume  1.7 oz / 50 ml EDT Spray by Davidoff  * Authentic *","Eau de Toilette","15.99","US $15.99","10","10 available / 98 sold","98","May 14, 2024 19:09:17 PDT","New York, New York, United States"
"JLO","Glow by J.LO Jennifer Lopez Perfume for Women 3.4 oz New in Box","Eau de Toilette","26.81","US $26.81/ea",,"Limited quantity available / 478 sold","478","May 24, 2024 09:37:10 PDT","Dallas, Texas, United States"
"Gianni Versace","Versace VERSENSE EDT for Women 3.3 / 3.4 oz New tester","Eau de Toilette","38.76","US $38.76/ea",,"Limited quantity available / 401 sold","401","May 02, 2024 11:02:24 PDT","Dallas, Texas, United States"
"FLOWER","12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles","Perfume","48","US $48.00","4","4 available / 1 sold","1","","Webster, Florida, United States"
"Ainash Perfums","Royal Noir Absolu by Ainash 2.5 oz Extrait de Parfum","Extrait de Parfum","58.5","US $58.50","10","More than 10 available / 3 sold","3","","Miami, Florida, United States"
"Britney Spears","Curious By Britney Spears Mini EDP Splash Perfume 0.16 oz new no box","Eau de Parfum","10.99","US $10.99/ea","8","8 available / 6 sold","6","May 24, 2024 08:03:46 PDT","Point Pleasant Beach, New Jersey, United States"
"Lancôme","La Vie Est Belle by Lancome 3.4 oz / 100 ml Spray L'Eau De Parfum New & Sealed","Eau de Parfum","42.99","US $42.99/ea","2","2 available / 146 sold","146","May 24, 2024 07:08:11 PDT","Reinholds, Pennsylvania, United States"
"Thierry Mugler","Thierry Mugler Angel 1.7 oz Women's Eau De Parfum | Heavenly Scent Sealed","Eau de Parfum","43.99","US $43.99/ea","10","More than 10 available / 20 sold","20","May 20, 2024 08:36:14 PDT","Ecorse, Michigan, United States"
"Victoria's Secret","VICTORIA'S SECRET SCANDALOUS EAU DE PARFUM SPRAY 1.7 OZ **NEW SEALED BOX**","Eau de Parfum","29.95","US $29.95","10","More than 10 available / 46 sold","46","Mar 25, 2024 05:46:37 PDT","Jamaica, New York, United States"
"Bvlgari","New Perfume Omnia Amethyste EDT Bvlgari Eau De Toilette Spray 2.2 oz for Women","Eau de Toilette","34.87","US $34.87/ea","10","10 available / 27 sold","27","May 15, 2024 03:14:52 PDT","Houston, Texas, HongKong, China"
"Jennifer Lopez","Glow by J.LO Jennifer Lopez EDT Perfume For Women 1 Oz","Eau de Toilette","15.99","US $15.99","22","22 available / 18 sold","18","Apr 05, 2024 08:42:47 PDT","Highland Park, Michigan, United States"
"Paris Hilton","Paris Hilton Heiress For Women 3.4 Oz Eau De Parfum Spray","Eau de Parfum","28","US $28.00","10","More than 10 available / 78 sold","78","May 13, 2024 21:05:36 PDT","Brooklyn, New York, United States"
"Giorgio Armani","Giorgio Armani My Way Women's Eau de Parfum EDP Travel Splash Mini Sample 0.24oz","Eau de Parfum","16.99","US $16.99","10","More than 10 available / 111 sold","111","May 23, 2024 18:50:06 PDT","Sammamish, Washington, United States"
"Marc Jacobs","Daisy Marc Jacobs Eau So Fresh 10ml Eau De Toilette Spray","Eau de Toilette","18","US $18.00","5","5 available / 75 sold","75","May 06, 2024 10:28:44 PDT","Hicksville, New York, United States"
"Victoria's Secret","VERY SEXY Perfume Victoria's Secret 3.4 oz 100 ml  Eau De Parfum BRAND NEW","Eau de Parfum","29.99","US $29.99/ea","7","7 available / 98 sold","98","May 24, 2024 00:01:44 PDT","Warren, Michigan, United States"
"Salvatore Ferragamo","Incanto Charms by Salvatore Ferragamo for women EDT 3.3 / 3.4 oz New Tester","Eau de Toilette","17.79","US $17.79/ea","15","15 available / 2,177 sold","2177","Feb 20, 2024 08:37:01 PST","Dallas, Texas, United States"
"Versace","Versace Bright Crystal 3oz Women's EDT Spray New","Eau de Toilette","33","US $33.00/ea","6","6 available / 36 sold","36","May 20, 2024 10:42:03 PDT","Dearborn Heights, Michigan, United States"
"Yardley London","Yardley English Honeysuckle Perfum By Yardley London EDT Spray 4.2oz/125ml Women","Toilette Spray","22.48","US $22.48/ea","10","More than 10 available / 30 sold","30","May 24, 2024 09:10:56 PDT","Hauppauge, New York, United States"
"Lancôme","Lancome La Vie Est Belle 3.4 oz EDP Women's Fragrance Perfume Spray Sealed","Eau de Parfum","49.99","US $49.99/ea","8","8 available / 53 sold","53","May 10, 2024 09:52:59 PDT","Southgate, Michigan, United States"
"Elizabeth Arden","Red Door by Elizabeth Arden 3.3 oz / 100 ml EDT Perfume for Women","Eau de Toilette","24.99","US $24.99","10","10 available / 62 sold","62","May 11, 2024 17:29:58 PDT","New York, New York, United States"
"diptyque","2x Authentic Diptyque Orpheon Eau de Parfum Spray 2ml/.06 fl. oz. Each Free Ship","Eau de Parfum","27.5","US $27.50","9","9 available / 12 sold","12","May 23, 2024 10:38:20 PDT","Tulsa, Oklahoma, United States"
"Ralph Lauren","Romance by Ralph Lauren perfume for women EDP 3.3 / 3.4 oz New in Box","Eau de Parfum","45.93","US $45.93/ea","153","153 available / 417 sold","417","May 24, 2024 10:48:09 PDT","Dallas, Texas, United States"
"Guerlain","Guerlain Perfume Sample Spray Vials 1ml - 2ml Choose Your Scent & Combined","Eau de Parfum","4.95","US $4.95",,"Last One / 287 sold","287","May 23, 2024 17:57:16 PDT","Pearland, Texas, United States"
"Paco Rabanne","Paco Rabanne Olympea Intense Eau De Parfum Intense Spray 80 ml / 2.7oz Sealed","Eau de Parfum","105.95","US $105.95","2","2 available / 22 sold","22","Apr 30, 2024 19:57:31 PDT","Brooklyn, New York, United States"
"Burberry","Burberry Touch by Burberry parfum for women 3.3 fl. oz. / 100 ml","Eau de Parfum","26","US $26.00","5","5 available / 5 sold","5","May 24, 2024 00:58:14 PDT","Hamtramck, Michigan, United States"
"Cacharel","ANAIS ANAIS PREMIER DELICE by Cacharel for her EDT 3.3 / 3.4 oz New","Eau de Toilette","22.53","US $22.53/ea","34","34 available / 82 sold","82","May 06, 2024 10:32:38 PDT","Dallas, Texas, United States"
"Jessica Simpson","Fancy by Jessica Simpson 3.3 / 3.4 oz edp perfume women NEW in Retail Box","Eau de Parfum","26.15","US $26.15/ea","52","52 available / 1,386 sold","1386","May 12, 2024 17:47:06 PDT","Dallas, Texas, United States"
"Armaf","Armaf Club de Nuit IMPERIALE 3.6 fl.oz Eau de Parfum for Women | New Launch","Eau de Parfum","39.45","US $39.45/ea","10","More than 10 available / 183 sold","183","May 20, 2024 08:47:39 PDT","Houston, Texas, United States"
"Lattafa","Yara by Lattafa, 3.4 oz Eau De Perfume Spray for Women","Perfume","29.99","US $29.99/ea","10","More than 10 available / 432 sold","432","May 17, 2024 11:24:40 PDT","Bridgeview, Illinois, United States"
"Gucci","Gucci Flora Gorgeous Magnolia, Gucci Gorgeous Jasmine & Gorgeous Gardenia VIALS","Eau de Parfum","15.99","US $15.99",,"More than 10 lots available (3 items per lot) / 154 sold","154","May 19, 2024 16:43:20 PDT","Valley Stream, New York, United States"
"as showed","Woemn Avon FAR AWAY Eau De Parfum Perfume Spray 1.7oz~NEW~SEALED | FREE SHIPPING","Eau de Parfum","14.99","US $14.99","10","More than 10 available / 80 sold","80","May 13, 2024 17:36:16 PDT","New York, Hong Kong"
"Armaf","Le Femme by Armaf perfume for women EDP 3.3 / 3.4 oz New in Box","Eau de Parfum","20.71","US $20.71/ea","100","100 available / 290 sold","290","May 23, 2024 21:14:09 PDT","Dallas, Texas, United States"
"Maison Martin Margiela","Replica Eau De Toilette ON A DATE .34 oz. NIB!  Memory In A Fragrance","Eau de Toilette","21","US $21.00/ea","8","8 available / 4 sold","4","","Nine Mile Falls, Washington, United States"
"Yves Saint Laurent","Libre By Yves Saint Laurent for Women EDT 1.6 oz / 50 ml *NEW IN SEALED BOX*","Eau de Toilette","53.99","US $53.99","10","More than 10 available / 137 sold","137","May 08, 2024 11:04:40 PDT","Miami, Florida, United States"
"T.O.V.A.","Tova Beverly Hills Signature 2 pcs set for Women 3.4oz EAU DE PARFUM+1oz EDP","Perfume","37","US $37.00","10","More than 10 available / 12 sold","12","May 16, 2024 09:48:55 PDT","Hicksville, New York, United States"
"Salvatore Ferragamo","INCANTO CHARMS by Salvatore Ferragamo EDT 3.4 oz Perfume for women New in Box","Eau de Toilette","23.98","US $23.98/ea","15","15 available / 1,678 sold","1678","May 24, 2024 09:32:06 PDT","Dallas, Texas, United States"
"Jovan","Jovan Musk for Women Cologne 3.25 oz - Classic Scent Spray","Eau de Cologne","11.99","US $11.99",,"Last One / 58 sold","58","May 06, 2024 23:34:08 PDT","Detroit, Michigan, United States"
"Donna Karan","Donna Karan Cashmere Mist 3.4oz Women's Eau de Parfum Brand New Sealed","Eau de Parfum","28.99","US $28.99","3","3 available / 379 sold","379","May 24, 2024 01:38:38 PDT","Hamtramck, Michigan, United States"
"Giorgio Armani","My Way Nectar Giorgio Armani EDP 0.33. Fl. Oz. 10 Ml. Spray Travel Size","Eau de Parfum","25.95","US $25.95","10","More than 10 available / 3 sold","3","May 18, 2024 08:35:02 PDT","Stafford, Texas, United States"
"Thierry Mugler","Alien Musc Mysterieux by Thierry Mugler for Women 0.05 oz Eau Parfum Vial Spray","Eau De Parfum","6.99","US $6.99","500","500 available / 170 sold","170","May 24, 2024 11:05:12 PDT","Fountain Valley, California, United States"
"Calvin Klein","Obsession Night by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New In Box","Eau de Parfum","25.56","US $25.56",,"Limited quantity available / 460 sold","460","May 24, 2024 07:47:02 PDT","Hackensack, New Jersey, United States"
"AS SHOWN","Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB","Eau de Parfum","53.99","US $53.99","6","6 available / 12 sold","12","May 14, 2024 05:47:54 PDT","Townsend, Massachusetts, United States"
"Valentino","Valentino Donna Born In Roma Intense 3.4 oz EDP Spray For Women NEW","Eau de Parfum","103.99","US $103.99","2","2 available / 45 sold","45","May 14, 2024 06:28:50 PDT","Buffalo Mills, Pennsylvania, United States"
"Giorgio Armani","ACQUA di GIOIA by GIORGIO ARMANI Women 3.3 edp 3.4 oz NEW IN BOX","Eau de Parfum","72.72","US $72.72/ea","5","5 available / 27 sold","27","May 23, 2024 08:10:10 PDT","Dallas, Texas, United States"
"Lancôme","Lancome La Vie Est Belle EDP - Irresistible Gourmand 3.4oz Sealed","Eau de Parfum","49.99","US $49.99/ea","6","6 available / 10 sold","10","May 23, 2024 09:45:31 PDT","Hamtramck, Michigan, United States"
"AS SHOWN","Bloom BLOSSOM 3.3 fl oz / 100 ml Eau de Parfum Spray for Women New In Sealed Box","Eau de Parfum","59.99","US $59.99/ea","4","4 available / 23 sold","23","May 21, 2024 22:39:39 PDT","USA,California, Hong Kong"
"Creed","Aventus for Her by Creed 2ml Vial Spray New Factory Sealed","Eau de Parfum","12.99","US $12.99",,"Last One / 52 sold","52","May 16, 2024 20:42:28 PDT","Fort Walton Beach, Florida, United States"
"Benetton","Color Women By Benetton 1.7oz EDT Splash New In Box","Eau de Toilette","27.99","US $27.99","10","More than 10 available / 57 sold","57","Mar 05, 2024 07:22:19 PST","Brooklyn, New York, United States"
"Tiffany & Co.","TIFFANY SHEER BY Tiffany & Co. FOR WOMEN MINI BOTTLE","Eau de Toilette","15.89","US $15.89/ea","6","6 available / 135 sold","135","May 16, 2024 22:37:11 PDT","West Palm Beach, Florida, United States"
"Versace","Versace Bright Crystal Absolu by Versace perfume for her EDP 3.0 oz New in Box","Eau de Parfum","54.9","US $54.90/ea","72","72 available / 1,224 sold","1224","May 22, 2024 20:46:19 PDT","Dallas, Texas, United States"
"Gap","Gap So Pink Fragrance Spray Body Mist 8 fl oz New","Fragrance Mist","19.98","US $19.98","8","8 available / 144 sold","144","May 08, 2024 07:45:18 PDT","Hamtramck, Michigan, United States"
"Yves Saint Laurent","YSL YVES SAINT LAURENT LIBRE EDP 1.2ml .04fl oz x 1 PERFUME SPRAY SAMPLE VIAL","Eau de Parfum","7.5","US $7.50","10","More than 10 available / 171 sold","171","Feb 21, 2024 18:27:42 PST","Albany, New York, United States"
"Yves Saint Laurent","Parisienne by Yves Saint Laurent EDP for Women 3 oz / 90 ml *NEW IN SEALED BOX*","Eau de Parfum","67.49","US $67.49","10","More than 10 available / 38 sold","38","Feb 29, 2024 08:41:56 PST","Miami, Florida, United States"
"Versace","Versace Dylan Purple Women 3.4 oz 100 ml *Eau De Parfum* Spray Tester","Eau de Parfum","58.99","US $58.99","10","More than 10 available / 32 sold","32","May 24, 2024 11:02:52 PDT","North Brunswick, New Jersey, United States"
"Victoria's Secret","Victoria's Secret VERY SEXY 3.4 fl oz/100 ml EDP Spray for Women New & Sealed","Eau de Parfum","30.99","US $30.99/ea","10","More than 10 available / 26 sold","26","May 20, 2024 08:45:27 PDT","Saint Clair Shores, Michigan, United States"
"Dolce & Gabbana","Light Blue by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women New In Box","Eau de Toilette","43.3","US $43.30/ea",,"Limited quantity available / 4,845 sold","4845","May 21, 2024 07:54:03 PDT","Hackensack, New Jersey, United States"
"Lancôme","MIRACLE BY LANCOME L'EAU DE PARFUM 3.4 OZ / 100 ML SPRAY NEW & SEALED IN BOX","Eau de Parfum","32.99","US $32.99/ea","10","More than 10 available / 65 sold","65","May 24, 2024 10:31:44 PDT","Running Springs, California, United States"
"Dossier","Dossier WOODY HYACINTH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX","Eau de Parfum","20","US $20.00/ea","6","6 available / 24 sold","24","","Los Angeles, California, United States"
"Fred Hayman","273 RODEO DRIVE Fred Hayman Women perfume edp 2.5 oz NEW IN BOX","Eau de Perfume","22.97","US $22.97/ea","24","24 available / 591 sold","591","May 21, 2024 11:32:09 PDT","Dallas, Texas, United States"
"Clean","Clean Reserve Skin by Clean Eau De Parfum Spray (Unisex Tester) 3.4 oz For Women","Eau De Parfum Spray (Unisex Tester) 3.4 oz","66.69","US $66.69/ea","8","8 available / 6 sold","6","May 22, 2024 16:55:52 PDT","New York, New York, United States"
"Yves Saint Laurent","YSL Black Opium EDP Women - Hypnotic Coffee & Vanilla 3oz Sealed","Eau de Parfum","44.99","US $44.99/ea","6","6 available / 5 sold","5","May 17, 2024 10:44:02 PDT","Hamtramck, Michigan, United States"
"Jimmy Choo","JIMMY CHOO BLOSSOM 3.3 / 3.4 oz EDP Perfume Women NEW TESTER","Eau de Perfume","31.14","US $31.14/ea","25","25 available / 2,503 sold","2503","May 24, 2024 08:05:06 PDT","Dallas, Texas, United States"
"Lancôme","Hypnose by Lancome 2.5 oz EDP Perfume for Women New In Box","Eau de Parfum","67.98","US $67.98/ea",,"Limited quantity available / 705 sold","705","May 22, 2024 11:42:02 PDT","Hackensack, New Jersey, United States"
"Estée Lauder","Estee Lauder Beautiful EDP 2.5 oz Classic Floral Women's Perfume","Eau de Parfum","29.49","US $29.49/ea","6","6 available / 27 sold","27","May 24, 2024 09:31:36 PDT","Farmington, Michigan, United States"
"Miim Miic","Miim Miic Compound 52 Hair & Body Mist Sweet Strawberry Milk 8 fl oz NEW!","Fragrance Mist","26.95","US $26.95","3","3 available / 4 sold","4","","Pawtucket, Rhode Island, United States"
"Escada","ESCADA SUMMER FESTIVAL EDT 1.2ml .04fl oz x 5 PERFUME SPRAY SAMPLE VIALS","Eau de Toilette","10","US $10.00","10","More than 10 available / 50 sold","50","","Albany, New York, United States"
"Coach","Coach Signature by Coach, 3.3 oz EDP Spray for Women","Eau De Parfum","37.96","US $37.96/ea",,"Limited quantity available / 116 sold","116","May 23, 2024 16:55:04 PDT","Edison, New Jersey, United States"
"Jo Malone","Jo Malone Basil & Neroli Cologne Spray Women's Eau de  - 3.4 fl oz/100ml","Eau de Cologne","79.99","US $79.99","7","7 available / 9 sold","9","May 05, 2024 21:55:22 PDT","Las Vegas, Nevada, United States"
"AERIN","AERIN LILAC PATH EDP 2.0ml .07fl oz x 1 PERFUME SPRAY SAMPLE","Eau de Parfum","8","US $8.00","10","More than 10 available / 34 sold","34","Mar 29, 2024 16:29:26 PDT","Albany, New York, United States"
"Escada","Escada Miami Blossom for Women Eau De Toilette 3.3oz-100ml Spray New (BR36","Eau de Toilette","42.9","US $42.90/ea","3","3 available / 8 sold","8","May 10, 2024 13:04:44 PDT","Los Angeles, California, United States"
